"No.","Time","Source","Destination","Protocol","Length","Info"
"5449","337.401994","8.8.4.4","172.20.48.201","TCP","60","443  >  65366 [ACK] Seq=1460 Ack=2581 Win=63488 Len=0"
"5450","337.401994","8.8.4.4","172.20.48.201","TCP","60","443  >  65366 [ACK] Seq=1460 Ack=2772 Win=63488 Len=0"
"5451","337.405746","8.8.4.4","172.20.48.201","TLSv1.3","1004","Application Data, Application Data"
"5452","337.406336","172.20.48.201","8.8.4.4","TLSv1.3","85","Application Data"
"5453","337.410143","8.8.4.4","172.20.48.201","TLSv1.3","85","Application Data"
"5454","337.411022","8.8.4.4","172.20.48.201","TLSv1.3","1440","Application Data, Application Data, Application Data, Application Data, Application Data"
"5455","337.411101","172.20.48.201","8.8.4.4","TCP","54","65366  >  443 [ACK] Seq=2803 Ack=3827 Win=65280 Len=0"
"5456","337.412056","172.20.48.201","8.8.4.4","TLSv1.3","93","Application Data"
"5457","337.413106","8.8.4.4","172.20.48.201","TLSv1.3","136","Application Data, Application Data"
"5458","337.414282","172.20.48.201","40.79.167.8","TCP","66","65367  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"5459","337.460374","172.20.48.201","8.8.4.4","TCP","54","65366  >  443 [ACK] Seq=2842 Ack=3909 Win=65280 Len=0"
"5460","337.460376","8.8.4.4","172.20.48.201","TCP","60","443  >  65366 [ACK] Seq=3909 Ack=2842 Win=63488 Len=0"
"5461","337.542109","40.79.167.8","172.20.48.201","TCP","66","443  >  65367 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1386 WS=256 SACK_PERM"
"5462","337.542282","172.20.48.201","40.79.167.8","TCP","54","65367  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"5463","337.544199","172.20.48.201","40.79.167.8","TCP","1440","65367  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1386 [TCP PDU reassembled in 5464]"
"5464","337.544199","172.20.48.201","40.79.167.8","TLSv1.3","605","Client Hello (SNI=functional.events.data.microsoft.com)"
"5465","337.548808","40.79.167.8","172.20.48.201","TCP","60","443  >  65367 [ACK] Seq=1 Ack=1387 Win=64256 Len=0"
"5466","337.548808","40.79.167.8","172.20.48.201","TCP","60","443  >  65367 [ACK] Seq=1 Ack=1938 Win=63744 Len=0"
"5467","337.595273","172.20.48.201","157.240.192.55","TCP","66","[TCP Retransmission] 65365  >  5222 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"5468","337.600795","157.240.192.55","172.20.48.201","TCP","66","5222  >  65365 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1386 SACK_PERM WS=256"
"5469","337.600901","172.20.48.201","157.240.192.55","TCP","54","65365  >  5222 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"5470","337.601464","172.20.48.201","157.240.192.55","TCP","290","65365  >  5222 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=236 [TCP PDU reassembled in 5533]"
"5471","337.605995","157.240.192.55","172.20.48.201","TCP","60","5222  >  65365 [ACK] Seq=1 Ack=237 Win=66816 Len=0"
"5472","337.672435","40.79.167.8","172.20.48.201","TLSv1.3","153","Hello Retry Request, Change Cipher Spec"
"5473","337.675102","172.20.48.201","40.79.167.8","TLSv1.3","837","Change Cipher Spec, Client Hello (SNI=functional.events.data.microsoft.com)"
"5474","337.677620","40.79.167.8","172.20.48.201","TCP","60","443  >  65367 [ACK] Seq=100 Ack=2721 Win=62976 Len=0"
"5475","337.818130","157.240.192.55","172.20.48.201","TCP","111","5222  >  65365 [PSH, ACK] Seq=1 Ack=237 Win=66816 Len=57 [TCP PDU reassembled in 5542]"
"5476","337.818130","157.240.192.55","172.20.48.201","TCP","151","5222  >  65365 [PSH, ACK] Seq=58 Ack=237 Win=66816 Len=97 [TCP PDU reassembled in 5542]"
"5477","337.818178","172.20.48.201","157.240.192.55","TCP","54","65365  >  5222 [ACK] Seq=237 Ack=155 Win=65280 Len=0"
"5478","337.822710","40.79.167.8","172.20.48.201","TLSv1.3","4212","Server Hello"
"5479","337.822772","172.20.48.201","40.79.167.8","TCP","54","65367  >  443 [ACK] Seq=2721 Ack=4258 Win=65280 Len=0"
"5480","337.823000","40.79.167.8","172.20.48.201","TCP","1440","443  >  65367 [ACK] Seq=4258 Ack=2721 Win=62976 Len=1386 [TCP PDU reassembled in 5482]"
"5481","337.823030","172.20.48.201","40.79.167.8","TCP","54","65367  >  443 [ACK] Seq=2721 Ack=5644 Win=65280 Len=0"
"5482","337.824157","40.79.167.8","172.20.48.201","TLSv1.3","917","Application Data"
"5483","337.825647","172.20.48.201","40.79.167.8","TLSv1.3","128","Application Data"
"5484","337.825832","172.20.48.201","40.79.167.8","TLSv1.3","146","Application Data"
"5485","337.825975","172.20.48.201","40.79.167.8","TLSv1.3","1112","Application Data"
"5486","337.826014","172.20.48.201","40.79.167.8","TLSv1.3","1041","Application Data"
"5487","337.828438","40.79.167.8","172.20.48.201","TCP","60","443  >  65367 [ACK] Seq=6507 Ack=4932 Win=61184 Len=0"
"5488","337.828438","40.79.167.8","172.20.48.201","TCP","60","443  >  65367 [ACK] Seq=6507 Ack=2795 Win=62976 Len=0"
"5489","337.828438","40.79.167.8","172.20.48.201","TCP","60","443  >  65367 [ACK] Seq=6507 Ack=2887 Win=62976 Len=0"
"5490","337.828438","40.79.167.8","172.20.48.201","TCP","60","443  >  65367 [ACK] Seq=6507 Ack=3945 Win=61952 Len=0"
"5491","337.829566","172.20.48.201","157.240.192.55","TCP","118","65365  >  5222 [PSH, ACK] Seq=237 Ack=155 Win=65280 Len=64 [TCP PDU reassembled in 5533]"
"5492","337.829668","172.20.48.201","157.240.192.55","TCP","95","65365  >  5222 [PSH, ACK] Seq=301 Ack=155 Win=65280 Len=41 [TCP PDU reassembled in 5533]"
"5493","337.835027","157.240.192.55","172.20.48.201","TCP","60","5222  >  65365 [ACK] Seq=155 Ack=301 Win=66816 Len=0"
"5494","337.835027","157.240.192.55","172.20.48.201","TCP","60","5222  >  65365 [ACK] Seq=155 Ack=342 Win=66816 Len=0"
"5495","337.954706","40.79.167.8","172.20.48.201","TLSv1.3","157","Application Data"
"5496","337.999620","157.240.192.55","172.20.48.201","TCP","100","5222  >  65365 [PSH, ACK] Seq=155 Ack=342 Win=66816 Len=46 [TCP PDU reassembled in 5542]"
"5497","337.999620","157.240.192.55","172.20.48.201","TCP","107","5222  >  65365 [PSH, ACK] Seq=201 Ack=342 Win=66816 Len=53 [TCP PDU reassembled in 5542]"
"5498","337.999741","172.20.48.201","157.240.192.55","TCP","54","65365  >  5222 [ACK] Seq=342 Ack=254 Win=65280 Len=0"
"5499","338.001407","172.20.48.201","157.240.192.55","TCP","89","65365  >  5222 [PSH, ACK] Seq=342 Ack=254 Win=65280 Len=35 [TCP PDU reassembled in 5533]"
"5500","338.001830","172.20.48.201","157.240.192.55","TCP","100","65365  >  5222 [PSH, ACK] Seq=377 Ack=254 Win=65280 Len=46 [TCP PDU reassembled in 5533]"
"5501","338.002055","172.20.48.201","157.240.192.55","TCP","93","65365  >  5222 [PSH, ACK] Seq=423 Ack=254 Win=65280 Len=39 [TCP PDU reassembled in 5533]"
"5502","338.002201","172.20.48.201","157.240.192.55","TCP","88","65365  >  5222 [PSH, ACK] Seq=462 Ack=254 Win=65280 Len=34 [TCP PDU reassembled in 5533]"
"5503","338.005308","172.20.48.201","40.79.167.8","TCP","54","65367  >  443 [ACK] Seq=4932 Ack=6610 Win=64512 Len=0"
"5504","338.005391","172.20.48.201","157.240.192.55","TCP","215","65365  >  5222 [PSH, ACK] Seq=496 Ack=254 Win=65280 Len=161 [TCP PDU reassembled in 5533]"
"5505","338.006239","157.240.192.55","172.20.48.201","TCP","60","5222  >  65365 [ACK] Seq=254 Ack=377 Win=66816 Len=0"
"5506","338.006239","157.240.192.55","172.20.48.201","TCP","60","5222  >  65365 [ACK] Seq=254 Ack=423 Win=66816 Len=0"
"5507","338.006239","157.240.192.55","172.20.48.201","TCP","60","5222  >  65365 [ACK] Seq=254 Ack=462 Win=66816 Len=0"
"5508","338.006239","157.240.192.55","172.20.48.201","TCP","60","5222  >  65365 [ACK] Seq=254 Ack=496 Win=66816 Len=0"
"5509","338.007903","40.79.167.8","172.20.48.201","TLSv1.3","116","Application Data"
"5510","338.008521","172.20.48.201","40.79.167.8","TLSv1.3","85","Application Data"
"5511","338.010754","157.240.192.55","172.20.48.201","TCP","60","5222  >  65365 [ACK] Seq=254 Ack=657 Win=67840 Len=0"
"5512","338.011058","40.79.167.8","172.20.48.201","TCP","60","443  >  65367 [ACK] Seq=6672 Ack=4963 Win=61184 Len=0"
"5513","338.044917","157.240.192.55","172.20.48.201","TCP","93","5222  >  65365 [PSH, ACK] Seq=254 Ack=657 Win=67840 Len=39 [TCP PDU reassembled in 5542]"
"5514","338.077167","40.79.167.8","172.20.48.201","TLSv1.3","85","Application Data"
"5515","338.092723","157.240.192.55","172.20.48.201","TCP","104","5222  >  65365 [PSH, ACK] Seq=293 Ack=657 Win=67840 Len=50 [TCP PDU reassembled in 5542]"
"5516","338.092818","172.20.48.201","157.240.192.55","TCP","54","65365  >  5222 [ACK] Seq=657 Ack=343 Win=65024 Len=0"
"5517","338.105064","157.240.192.55","172.20.48.201","TCP","1161","5222  >  65365 [PSH, ACK] Seq=343 Ack=657 Win=67840 Len=1107 [TCP PDU reassembled in 5542]"
"5518","338.105064","157.240.192.55","172.20.48.201","TCP","92","5222  >  65365 [PSH, ACK] Seq=1450 Ack=657 Win=67840 Len=38 [TCP PDU reassembled in 5542]"
"5519","338.105064","157.240.192.55","172.20.48.201","TCP","139","5222  >  65365 [PSH, ACK] Seq=1488 Ack=657 Win=67840 Len=85 [TCP PDU reassembled in 5542]"
"5520","338.105136","172.20.48.201","157.240.192.55","TCP","54","65365  >  5222 [ACK] Seq=657 Ack=1573 Win=65280 Len=0"
"5521","338.129397","172.20.48.201","40.79.167.8","TCP","54","65367  >  443 [ACK] Seq=4963 Ack=6703 Win=64256 Len=0"
"5522","338.148395","172.20.48.201","157.240.192.55","TCP","126","65365  >  5222 [PSH, ACK] Seq=657 Ack=1573 Win=65280 Len=72 [TCP PDU reassembled in 5533]"
"5523","338.174865","172.20.48.201","157.240.192.55","TCP","126","65365  >  5222 [PSH, ACK] Seq=729 Ack=1573 Win=65280 Len=72 [TCP PDU reassembled in 5533]"
"5524","338.179898","172.20.48.201","157.240.192.55","TCP","126","65365  >  5222 [PSH, ACK] Seq=801 Ack=1573 Win=65280 Len=72 [TCP PDU reassembled in 5533]"
"5525","338.180425","172.20.48.201","157.240.192.55","TCP","100","65365  >  5222 [PSH, ACK] Seq=873 Ack=1573 Win=65280 Len=46 [TCP PDU reassembled in 5533]"
"5526","338.180435","157.240.192.55","172.20.48.201","TCP","60","5222  >  65365 [ACK] Seq=1573 Ack=801 Win=67840 Len=0"
"5527","338.181169","172.20.48.201","157.240.192.55","TCP","111","65365  >  5222 [PSH, ACK] Seq=919 Ack=1573 Win=65280 Len=57 [TCP PDU reassembled in 5533]"
"5528","338.181292","172.20.48.201","157.240.192.55","TCP","88","65365  >  5222 [PSH, ACK] Seq=976 Ack=1573 Win=65280 Len=34 [TCP PDU reassembled in 5533]"
"5529","338.187158","157.240.192.55","172.20.48.201","TCP","60","5222  >  65365 [ACK] Seq=1573 Ack=919 Win=67840 Len=0"
"5530","338.187513","172.20.48.201","157.240.192.55","TCP","126","65365  >  5222 [PSH, ACK] Seq=1010 Ack=1573 Win=65280 Len=72 [TCP PDU reassembled in 5533]"
"5531","338.188923","157.240.192.55","172.20.48.201","TCP","60","5222  >  65365 [ACK] Seq=1573 Ack=1010 Win=67840 Len=0"
"5532","338.226929","157.240.192.55","172.20.48.201","TCP","554","5222  >  65365 [PSH, ACK] Seq=1573 Ack=1082 Win=67840 Len=500 [TCP PDU reassembled in 5542]"
"5533","338.233349","172.20.48.201","157.240.192.55","TCP","93","65365  >  5222 [PSH, ACK] Seq=1082 Ack=2073 Win=65024 Len=39 [TCP PDU reassembled in 5533]"
"5534","338.244074","157.240.192.55","172.20.48.201","TCP","96","5222  >  65365 [PSH, ACK] Seq=2073 Ack=1121 Win=67840 Len=42 [TCP PDU reassembled in 5542]"
"5535","338.245153","157.240.192.55","172.20.48.201","TCP","352","5222  >  65365 [PSH, ACK] Seq=2115 Ack=1121 Win=67840 Len=298 [TCP PDU reassembled in 5542]"
"5536","338.245153","157.240.192.55","172.20.48.201","TCP","159","5222  >  65365 [PSH, ACK] Seq=2413 Ack=1121 Win=67840 Len=105 [TCP PDU reassembled in 5542]"
"5537","338.245211","172.20.48.201","157.240.192.55","TCP","54","65365  >  5222 [ACK] Seq=1121 Ack=2518 Win=64512 Len=0"
"5538","338.249523","157.240.192.55","172.20.48.201","TCP","96","5222  >  65365 [PSH, ACK] Seq=2518 Ack=1121 Win=67840 Len=42 [TCP PDU reassembled in 5542]"
"5539","338.249587","172.20.48.201","157.240.192.55","TCP","54","65365  >  5222 [ACK] Seq=1121 Ack=2560 Win=64512 Len=0"
"5540","338.398796","157.240.192.55","172.20.48.201","TCP","95","5222  >  65365 [PSH, ACK] Seq=2560 Ack=1121 Win=67840 Len=41 [TCP PDU reassembled in 5542]"
"5541","338.438750","172.20.48.201","157.240.192.55","TCP","54","65365  >  5222 [ACK] Seq=1121 Ack=2601 Win=64256 Len=0"
"5542","338.449675","157.240.192.55","172.20.48.201","TCP","1369","5222  >  65365 [PSH, ACK] Seq=2601 Ack=1121 Win=67840 Len=1315 [TCP PDU reassembled in 5542]"
"5543","338.451935","172.20.48.201","163.70.139.60","TCP","66","65368  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"5544","338.451978","172.20.48.201","49.44.246.164","TCP","66","65369  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"5545","338.452156","172.20.48.201","49.44.213.34","TCP","66","65370  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"5546","338.452276","172.20.48.201","49.44.172.226","TCP","66","65371  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"5547","338.452441","172.20.48.201","49.44.63.97","TCP","66","65372  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"5548","338.452584","172.20.48.201","157.240.23.53","TCP","66","65373  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"5549","338.452692","172.20.48.201","157.240.192.52","TCP","66","65374  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"5550","338.456914","157.240.192.52","172.20.48.201","TCP","66","443  >  65374 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1386 SACK_PERM WS=256"
"5551","338.456975","172.20.48.201","157.240.192.52","TCP","54","65374  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"5552","338.458461","49.44.172.226","172.20.48.201","TCP","66","443  >  65371 [SYN, ACK] Seq=0 Ack=1 Win=32016 Len=0 MSS=1386 SACK_PERM WS=256"
"5553","338.458461","157.240.23.53","172.20.48.201","TCP","66","443  >  65373 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1386 SACK_PERM WS=256"
"5554","338.458461","49.44.213.34","172.20.48.201","TCP","66","443  >  65370 [SYN, ACK] Seq=0 Ack=1 Win=32016 Len=0 MSS=1386 SACK_PERM WS=256"
"5555","338.458553","172.20.48.201","49.44.172.226","TCP","54","65371  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"5556","338.458581","172.20.48.201","157.240.23.53","TCP","54","65373  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"5557","338.458591","172.20.48.201","49.44.213.34","TCP","54","65370  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"5558","338.459133","172.20.48.201","157.240.192.52","TLSv1.3","699","Client Hello (SNI=mmg.whatsapp.net)"
"5559","338.460650","172.20.48.201","49.44.172.226","TLSv1.3","725","Client Hello (SNI=media.fmaa2-2.fna.whatsapp.net)"
"5560","338.461080","172.20.48.201","157.240.23.53","TLSv1.3","712","Client Hello (SNI=media-maa2-1.cdn.whatsapp.net)"
"5561","338.461100","163.70.139.60","172.20.48.201","TCP","66","443  >  65368 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1386 SACK_PERM WS=256"
"5562","338.461100","49.44.246.164","172.20.48.201","TCP","66","443  >  65369 [SYN, ACK] Seq=0 Ack=1 Win=32016 Len=0 MSS=1386 SACK_PERM WS=256"
"5563","338.461100","49.44.63.97","172.20.48.201","TCP","66","443  >  65372 [SYN, ACK] Seq=0 Ack=1 Win=32016 Len=0 MSS=1386 SACK_PERM WS=256"
"5564","338.461165","172.20.48.201","163.70.139.60","TCP","54","65368  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"5565","338.461176","172.20.48.201","49.44.246.164","TCP","54","65369  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"5566","338.461184","172.20.48.201","49.44.63.97","TCP","54","65372  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"5567","338.461257","172.20.48.201","49.44.213.34","TLSv1.3","725","Client Hello (SNI=media.fmaa2-3.fna.whatsapp.net)"
"5568","338.462107","157.240.192.52","172.20.48.201","TCP","60","443  >  65374 [ACK] Seq=1 Ack=646 Win=65024 Len=0"
"5569","338.463028","49.44.172.226","172.20.48.201","TCP","60","443  >  65371 [ACK] Seq=1 Ack=672 Win=31488 Len=0"
"5570","338.463114","172.20.48.201","49.44.63.97","TLSv1.3","725","Client Hello (SNI=media.fmaa2-1.fna.whatsapp.net)"
"5571","338.464013","172.20.48.201","49.44.246.164","TLSv1.3","727","Client Hello (SNI=media.fmaa14-1.fna.whatsapp.net)"
"5572","338.464093","172.20.48.201","163.70.139.60","TLSv1.3","712","Client Hello (SNI=media-tir3-2.cdn.whatsapp.net)"
"5573","338.464463","157.240.23.53","172.20.48.201","TCP","60","443  >  65373 [ACK] Seq=1 Ack=659 Win=65024 Len=0"
"5574","338.464463","49.44.213.34","172.20.48.201","TCP","60","443  >  65370 [ACK] Seq=1 Ack=672 Win=31488 Len=0"
"5575","338.465700","49.44.63.97","172.20.48.201","TCP","60","443  >  65372 [ACK] Seq=1 Ack=672 Win=31488 Len=0"
"5576","338.465700","157.240.192.52","172.20.48.201","TLSv1.3","266","Server Hello, Change Cipher Spec, Application Data"
"5577","338.465753","172.20.48.201","157.240.192.52","TCP","54","65374  >  443 [ACK] Seq=646 Ack=213 Win=261888 Len=0"
"5578","338.466883","172.20.48.201","157.240.192.52","TLSv1.3","118","Change Cipher Spec, Application Data"
"5579","338.467070","172.20.48.201","157.240.192.52","TLSv1.3","134","Application Data"
"5580","338.467256","49.44.172.226","172.20.48.201","TLSv1.3","266","Server Hello, Change Cipher Spec, Application Data"
"5581","338.467256","163.70.139.60","172.20.48.201","TCP","60","443  >  65368 [ACK] Seq=1 Ack=659 Win=65024 Len=0"
"5582","338.467256","49.44.246.164","172.20.48.201","TCP","60","443  >  65369 [ACK] Seq=1 Ack=674 Win=31488 Len=0"
"5583","338.467301","172.20.48.201","49.44.172.226","TCP","54","65371  >  443 [ACK] Seq=672 Ack=213 Win=261888 Len=0"
"5584","338.468302","49.44.213.34","172.20.48.201","TLSv1.3","266","Server Hello, Change Cipher Spec, Application Data"
"5585","338.468302","157.240.23.53","172.20.48.201","TLSv1.3","266","Server Hello, Change Cipher Spec, Application Data"
"5586","338.468342","172.20.48.201","49.44.213.34","TCP","54","65370  >  443 [ACK] Seq=672 Ack=213 Win=261888 Len=0"
"5587","338.468365","172.20.48.201","157.240.23.53","TCP","54","65373  >  443 [ACK] Seq=659 Ack=213 Win=261888 Len=0"
"5588","338.468424","172.20.48.201","49.44.172.226","TLSv1.3","118","Change Cipher Spec, Application Data"
"5589","338.468625","172.20.48.201","49.44.172.226","TLSv1.3","134","Application Data"
"5590","338.469354","157.240.192.52","172.20.48.201","TCP","60","443  >  65374 [ACK] Seq=213 Ack=790 Win=65024 Len=0"
"5591","338.469650","172.20.48.201","157.240.23.53","TLSv1.3","118","Change Cipher Spec, Application Data"
"5592","338.469650","172.20.48.201","49.44.213.34","TLSv1.3","118","Change Cipher Spec, Application Data"
"5593","338.469850","172.20.48.201","157.240.23.53","TLSv1.3","134","Application Data"
"5594","338.469940","172.20.48.201","49.44.213.34","TLSv1.3","134","Application Data"
"5595","338.474736","49.44.63.97","172.20.48.201","TLSv1.3","266","Server Hello, Change Cipher Spec, Application Data"
"5596","338.474736","49.44.172.226","172.20.48.201","TCP","60","443  >  65371 [ACK] Seq=213 Ack=816 Win=31488 Len=0"
"5597","338.474783","172.20.48.201","49.44.63.97","TCP","54","65372  >  443 [ACK] Seq=672 Ack=213 Win=261888 Len=0"
"5598","338.474830","49.44.246.164","172.20.48.201","TLSv1.3","266","Server Hello, Change Cipher Spec, Application Data"
"5599","338.474830","163.70.139.60","172.20.48.201","TLSv1.3","266","Server Hello, Change Cipher Spec, Application Data"
"5600","338.474830","157.240.23.53","172.20.48.201","TCP","60","443  >  65373 [ACK] Seq=213 Ack=803 Win=65024 Len=0"
"5601","338.474830","49.44.213.34","172.20.48.201","TCP","60","443  >  65370 [ACK] Seq=213 Ack=816 Win=31488 Len=0"
"5602","338.474830","157.240.192.52","172.20.48.201","TLSv1.3","225","Application Data"
"5603","338.474872","172.20.48.201","49.44.246.164","TCP","54","65369  >  443 [ACK] Seq=674 Ack=213 Win=261888 Len=0"
"5604","338.474891","172.20.48.201","163.70.139.60","TCP","54","65368  >  443 [ACK] Seq=659 Ack=213 Win=261888 Len=0"
"5605","338.474904","172.20.48.201","157.240.192.52","TCP","54","65374  >  443 [ACK] Seq=790 Ack=384 Win=261632 Len=0"
"5606","338.476428","49.44.172.226","172.20.48.201","TLSv1.3","237","Application Data"
"5607","338.476428","49.44.213.34","172.20.48.201","TLSv1.3","237","Application Data"
"5608","338.476428","157.240.23.53","172.20.48.201","TLSv1.3","225","Application Data"
"5609","338.476480","172.20.48.201","49.44.172.226","TCP","54","65371  >  443 [ACK] Seq=816 Ack=396 Win=261632 Len=0"
"5610","338.478619","172.20.48.201","49.44.246.164","TLSv1.3","118","Change Cipher Spec, Application Data"
"5611","338.478635","172.20.48.201","49.44.213.34","TCP","54","65370  >  443 [ACK] Seq=816 Ack=396 Win=261632 Len=0"
"5612","338.478654","172.20.48.201","157.240.23.53","TCP","54","65373  >  443 [ACK] Seq=803 Ack=384 Win=261632 Len=0"
"5613","338.478832","172.20.48.201","49.44.63.97","TLSv1.3","118","Change Cipher Spec, Application Data"
"5614","338.479412","172.20.48.201","49.44.246.164","TLSv1.3","134","Application Data"
"5615","338.479637","172.20.48.201","49.44.63.97","TLSv1.3","134","Application Data"
"5616","338.479902","172.20.48.201","163.70.139.60","TLSv1.3","118","Change Cipher Spec, Application Data"
"5617","338.480066","172.20.48.201","163.70.139.60","TLSv1.3","134","Application Data"
"5618","338.483558","157.240.192.52","172.20.48.201","TLSv1.3","159","Application Data, Application Data"
"5619","338.483606","172.20.48.201","157.240.192.52","TCP","54","65374  >  443 [ACK] Seq=790 Ack=489 Win=261632 Len=0"
"5620","338.483672","49.44.172.226","172.20.48.201","TLSv1.3","159","Application Data, Application Data"
"5621","338.483672","157.240.23.53","172.20.48.201","TLSv1.3","159","Application Data, Application Data"
"5622","338.483672","49.44.213.34","172.20.48.201","TLSv1.3","159","Application Data, Application Data"
"5623","338.483672","49.44.246.164","172.20.48.201","TCP","60","443  >  65369 [ACK] Seq=213 Ack=818 Win=31488 Len=0"
"5624","338.483672","49.44.63.97","172.20.48.201","TCP","60","443  >  65372 [ACK] Seq=213 Ack=816 Win=31488 Len=0"
"5625","338.483672","163.70.139.60","172.20.48.201","TCP","60","443  >  65368 [ACK] Seq=213 Ack=803 Win=65024 Len=0"
"5626","338.483737","172.20.48.201","49.44.172.226","TCP","54","65371  >  443 [ACK] Seq=816 Ack=501 Win=261632 Len=0"
"5627","338.483839","172.20.48.201","49.44.213.34","TLSv1.3","85","Application Data"
"5628","338.483896","172.20.48.201","157.240.23.53","TLSv1.3","85","Application Data"
"5629","338.484455","172.20.48.201","157.240.192.52","TLSv1.3","85","Application Data"
"5630","338.484786","172.20.48.201","49.44.172.226","TLSv1.3","85","Application Data"
"5631","338.484884","172.20.48.201","157.240.192.52","TLSv1.3","182","Application Data"
"5632","338.484907","172.20.48.201","49.44.63.97","TLSv1.3","188","Application Data"
"5633","338.486239","49.44.246.164","172.20.48.201","TLSv1.3","238","Application Data"
"5634","338.486239","49.44.63.97","172.20.48.201","TLSv1.3","237","Application Data"
"5635","338.486286","172.20.48.201","49.44.246.164","TCP","54","65369  >  443 [ACK] Seq=818 Ack=397 Win=261632 Len=0"
"5636","338.486318","172.20.48.201","49.44.63.97","TCP","54","65372  >  443 [ACK] Seq=950 Ack=396 Win=261632 Len=0"
"5637","338.486331","172.20.48.201","163.70.139.60","TLSv1.3","188","Application Data"
"5638","338.488093","172.20.48.201","49.44.172.226","TLSv1.3","191","Application Data"
"5639","338.488217","163.70.139.60","172.20.48.201","TLSv1.3","225","Application Data"
"5640","338.488217","157.240.192.52","172.20.48.201","TCP","60","443  >  65374 [ACK] Seq=489 Ack=949 Win=65024 Len=0"
"5641","338.488217","49.44.246.164","172.20.48.201","TLSv1.3","128","Application Data"
"5642","338.488312","172.20.48.201","163.70.139.60","TCP","54","65368  >  443 [ACK] Seq=937 Ack=384 Win=261632 Len=0"
"5643","338.488342","172.20.48.201","49.44.246.164","TCP","54","65369  >  443 [ACK] Seq=818 Ack=471 Win=261632 Len=0"
"5644","338.488375","172.20.48.201","49.44.246.164","TLSv1.3","85","Application Data"
"5645","338.488385","49.44.63.97","172.20.48.201","TLSv1.3","128","Application Data"
"5646","338.488410","172.20.48.201","49.44.63.97","TCP","54","65372  >  443 [ACK] Seq=950 Ack=470 Win=261632 Len=0"
"5647","338.488739","172.20.48.201","49.44.63.97","TLSv1.3","85","Application Data"
"5648","338.490570","157.240.192.52","172.20.48.201","TLSv1.3","89","Application Data"
"5649","338.490607","172.20.48.201","157.240.192.52","TCP","54","65374  >  443 [ACK] Seq=949 Ack=524 Win=261376 Len=0"
"5650","338.493232","172.20.48.201","49.44.213.34","TLSv1.3","191","Application Data"
"5651","338.493232","172.20.48.201","157.240.23.53","TLSv1.3","191","Application Data"
"5652","338.494182","49.44.172.226","172.20.48.201","TCP","60","443  >  65371 [ACK] Seq=501 Ack=984 Win=32000 Len=0"
"5653","338.494182","157.240.192.52","172.20.48.201","TLSv1.3","190","Application Data, Application Data"
"5654","338.494182","49.44.63.97","172.20.48.201","TLSv1.3","85","Application Data"
"5655","338.494182","163.70.139.60","172.20.48.201","TLSv1.3","330","Application Data, Application Data, Application Data, Application Data, Application Data"
"5656","338.494182","49.44.246.164","172.20.48.201","TLSv1.3","85","Application Data"
"5657","338.494249","172.20.48.201","157.240.192.52","TCP","54","65374  >  443 [ACK] Seq=949 Ack=660 Win=261376 Len=0"
"5658","338.494271","172.20.48.201","49.44.63.97","TCP","54","65372  >  443 [ACK] Seq=981 Ack=501 Win=261632 Len=0"
"5659","338.494288","172.20.48.201","163.70.139.60","TCP","54","65368  >  443 [ACK] Seq=937 Ack=660 Win=261376 Len=0"
"5660","338.494298","172.20.48.201","49.44.246.164","TCP","54","65369  >  443 [ACK] Seq=849 Ack=502 Win=261632 Len=0"
"5661","338.494371","172.20.48.201","163.70.139.60","TLSv1.3","85","Application Data"
"5662","338.494601","172.20.48.201","49.44.246.164","TLSv1.3","192","Application Data"
